HourUTC;HourDK;PriceArea;ConsumerType_DE35;TotalCon
2023-03-30 18:00;2023-03-30 20:00;DK2;350;27214
2023-03-30 18:00;2023-03-30 20:00;DK1;360;57251
2023-03-30 18:00;2023-03-30 20:00;DK2;360;12467
2023-03-30 18:00;2023-03-30 20:00;DK1;370;14373
2023-03-30 18:00;2023-03-30 20:00;DK2;370;1384
2023-03-30 18:00;2023-03-30 20:00;DK1;381;10507
2023-03-30 18:00;2023-03-30 20:00;DK2;381;686
2023-03-30 18:00;2023-03-30 20:00;DK1;382;37023
2023-03-30 18:00;2023-03-30 20:00;DK2;382;35413
2023-03-30 18:00;2023-03-30 20:00;DK1;390;7753
2023-03-30 18:00;2023-03-30 20:00;DK2;390;2225
2023-03-30 18:00;2023-03-30 20:00;DK1;410;16674
2023-03-30 18:00;2023-03-30 20:00;DK2;410;8104
2023-03-30 18:00;2023-03-30 20:00;DK1;421;80722
2023-03-30 18:00;2023-03-30 20:00;DK2;421;45882
2023-03-30 18:00;2023-03-30 20:00;DK1;422;48333
2023-03-30 18:00;2023-03-30 20:00;DK2;422;19414
2023-03-30 18:00;2023-03-30 20:00;DK1;431;33365
2023-03-30 18:00;2023-03-30 20:00;DK2;431;21311
2023-03-30 18:00;2023-03-30 20:00;DK1;432;34980
2023-03-30 18:00;2023-03-30 20:00;DK2;432;41041
2023-03-30 18:00;2023-03-30 20:00;DK1;433;39425
2023-03-30 18:00;2023-03-30 20:00;DK2;433;54960
2023-03-30 18:00;2023-03-30 20:00;DK1;441;101984
2023-03-30 18:00;2023-03-30 20:00;DK2;441;56382
2023-03-30 18:00;2023-03-30 20:00;DK1;442;27733
2023-03-30 18:00;2023-03-30 20:00;DK2;442;9444
2023-03-30 18:00;2023-03-30 20:00;DK1;443;27408
2023-03-30 18:00;2023-03-30 20:00;DK2;443;31083
2023-03-30 18:00;2023-03-30 20:00;DK1;444;12116
2023-03-30 18:00;2023-03-30 20:00;DK2;444;19550
2023-03-30 18:00;2023-03-30 20:00;DK1;445;22419
2023-03-30 18:00;2023-03-30 20:00;DK2;445;16386
2023-03-30 18:00;2023-03-30 20:00;DK1;446;27433
2023-03-30 18:00;2023-03-30 20:00;DK2;446;24428
2023-03-30 18:00;2023-03-30 20:00;DK1;447;18438
2023-03-30 18:00;2023-03-30 20:00;DK2;447;20671
2023-03-30 18:00;2023-03-30 20:00;DK1;450;11681
2023-03-30 18:00;2023-03-30 20:00;DK2;450;7261
2023-03-30 18:00;2023-03-30 20:00;DK1;461;5858
2023-03-30 18:00;2023-03-30 20:00;DK2;461;29012
2023-03-30 18:00;2023-03-30 20:00;DK1;462;4365
2023-03-30 18:00;2023-03-30 20:00;DK2;462;16820
2023-03-30 18:00;2023-03-30 20:00;DK1;999;1374203
2023-03-30 18:00;2023-03-30 20:00;DK2;999;640423
2023-03-30 17:00;2023-03-30 19:00;DK1;111;111243
2023-03-30 17:00;2023-03-30 19:00;DK2;111;88910
2023-03-30 17:00;2023-03-30 19:00;DK1;112;3024
2023-03-30 17:00;2023-03-30 19:00;DK2;112;3104
2023-03-30 17:00;2023-03-30 19:00;DK1;119;33339
2023-03-30 17:00;2023-03-30 19:00;DK2;119;41947
2023-03-30 17:00;2023-03-30 19:00;DK1;121;358909
2023-03-30 17:00;2023-03-30 19:00;DK2;121;188730
2023-03-30 17:00;2023-03-30 19:00;DK1;122;66587
2023-03-30 17:00;2023-03-30 19:00;DK2;122;60738
2023-03-30 17:00;2023-03-30 19:00;DK1;123;29286
2023-03-30 17:00;2023-03-30 19:00;DK2;123;8133
2023-03-30 17:00;2023-03-30 19:00;DK1;130;41839
2023-03-30 17:00;2023-03-30 19:00;DK2;130;28115
2023-03-30 17:00;2023-03-30 19:00;DK1;211;123146
2023-03-30 17:00;2023-03-30 19:00;DK2;211;26258
2023-03-30 17:00;2023-03-30 19:00;DK1;212;20832
2023-03-30 17:00;2023-03-30 19:00;DK2;212;4744
2023-03-30 17:00;2023-03-30 19:00;DK1;215;2168
2023-03-30 17:00;2023-03-30 19:00;DK2;215;262
2023-03-30 17:00;2023-03-30 19:00;DK1;220;6160
2023-03-30 17:00;2023-03-30 19:00;DK2;220;1222
2023-03-30 17:00;2023-03-30 19:00;DK1;310;77845
2023-03-30 17:00;2023-03-30 19:00;DK2;310;19028
2023-03-30 17:00;2023-03-30 19:00;DK1;320;8693
2023-03-30 17:00;2023-03-30 19:00;DK2;320;2165
2023-03-30 17:00;2023-03-30 19:00;DK1;330;12335
2023-03-30 17:00;2023-03-30 19:00;DK2;330;2628
2023-03-30 17:00;2023-03-30 19:00;DK1;340;11815
2023-03-30 17:00;2023-03-30 19:00;DK2;340;5297
2023-03-30 17:00;2023-03-30 19:00;DK1;350;57098
2023-03-30 17:00;2023-03-30 19:00;DK2;350;27512
2023-03-30 17:00;2023-03-30 19:00;DK1;360;58041
2023-03-30 17:00;2023-03-30 19:00;DK2;360;12796
2023-03-30 17:00;2023-03-30 19:00;DK1;370;16552
2023-03-30 17:00;2023-03-30 19:00;DK2;370;1705
2023-03-30 17:00;2023-03-30 19:00;DK1;381;10157
2023-03-30 17:00;2023-03-30 19:00;DK2;381;719
2023-03-30 17:00;2023-03-30 19:00;DK1;382;36861
2023-03-30 17:00;2023-03-30 19:00;DK2;382;36302
2023-03-30 17:00;2023-03-30 19:00;DK1;390;8201
2023-03-30 17:00;2023-03-30 19:00;DK2;390;2418
2023-03-30 17:00;2023-03-30 19:00;DK1;410;16993
2023-03-30 17:00;2023-03-30 19:00;DK2;410;7712
2023-03-30 17:00;2023-03-30 19:00;DK1;421;88791
2023-03-30 17:00;2023-03-30 19:00;DK2;421;51174
2023-03-30 17:00;2023-03-30 19:00;DK1;422;48850
2023-03-30 17:00;2023-03-30 19:00;DK2;422;20103
2023-03-30 17:00;2023-03-30 19:00;DK1;431;36978
2023-03-30 17:00;2023-03-30 19:00;DK2;431;23298
2023-03-30 17:00;2023-03-30 19:00;DK1;432;37262
2023-03-30 17:00;2023-03-30 19:00;DK2;432;42948
2023-03-30 17:00;2023-03-30 19:00;DK1;433;41575
2023-03-30 17:00;2023-03-30 19:00;DK2;433;57246
2023-03-30 17:00;2023-03-30 19:00;DK1;441;124940
2023-03-30 17:00;2023-03-30 19:00;DK2;441;55584
2023-03-30 17:00;2023-03-30 19:00;DK1;442;27811
2023-03-30 17:00;2023-03-30 19:00;DK2;442;9456
2023-03-30 17:00;2023-03-30 19:00;DK1;443;28503
2023-03-30 17:00;2023-03-30 19:00;DK2;443;32216
2023-03-30 17:00;2023-03-30 19:00;DK1;444;12674
2023-03-30 17:00;2023-03-30 19:00;DK2;444;20458
2023-03-30 17:00;2023-03-30 19:00;DK1;445;23550
2023-03-30 17:00;2023-03-30 19:00;DK2;445;17178
2023-03-30 17:00;2023-03-30 19:00;DK1;446;27396
2023-03-30 17:00;2023-03-30 19:00;DK2;446;24365
2023-03-30 17:00;2023-03-30 19:00;DK1;447;18243
2023-03-30 17:00;2023-03-30 19:00;DK2;447;21003
2023-03-30 17:00;2023-03-30 19:00;DK1;450;1321
2023-03-30 17:00;2023-03-30 19:00;DK2;450;1363
2023-03-30 17:00;2023-03-30 19:00;DK1;461;6317
2023-03-30 17:00;2023-03-30 19:00;DK2;461;33137
2023-03-30 17:00;2023-03-30 19:00;DK1;462;4385
2023-03-30 17:00;2023-03-30 19:00;DK2;462;15892
2023-03-30 17:00;2023-03-30 19:00;DK1;999;1411325
2023-03-30 17:00;2023-03-30 19:00;DK2;999;666642
2023-03-30 16:00;2023-03-30 18:00;DK1;111;117794
2023-03-30 16:00;2023-03-30 18:00;DK2;111;93042
2023-03-30 16:00;2023-03-30 18:00;DK1;112;3003
2023-03-30 16:00;2023-03-30 18:00;DK2;112;3189
2023-03-30 16:00;2023-03-30 18:00;DK1;119;34446
2023-03-30 16:00;2023-03-30 18:00;DK2;119;42769
2023-03-30 16:00;2023-03-30 18:00;DK1;121;403365
2023-03-30 16:00;2023-03-30 18:00;DK2;121;204747
2023-03-30 16:00;2023-03-30 18:00;DK1;122;69672
2023-03-30 16:00;2023-03-30 18:00;DK2;122;62478
2023-03-30 16:00;2023-03-30 18:00;DK1;123;30174
2023-03-30 16:00;2023-03-30 18:00;DK2;123;8262
2023-03-30 16:00;2023-03-30 18:00;DK1;130;42255
2023-03-30 16:00;2023-03-30 18:00;DK2;130;28349
2023-03-30 16:00;2023-03-30 18:00;DK1;211;131205
2023-03-30 16:00;2023-03-30 18:00;DK2;211;27336
2023-03-30 16:00;2023-03-30 18:00;DK1;212;21722
2023-03-30 16:00;2023-03-30 18:00;DK2;212;4611
2023-03-30 16:00;2023-03-30 18:00;DK1;215;2248
2023-03-30 16:00;2023-03-30 18:00;DK2;215;268
2023-03-30 16:00;2023-03-30 18:00;DK1;220;6406
2023-03-30 16:00;2023-03-30 18:00;DK2;220;1303
2023-03-30 16:00;2023-03-30 18:00;DK1;310;79895
2023-03-30 16:00;2023-03-30 18:00;DK2;310;19922
2023-03-30 16:00;2023-03-30 18:00;DK1;320;9274
2023-03-30 16:00;2023-03-30 18:00;DK2;320;2281
2023-03-30 16:00;2023-03-30 18:00;DK1;330;12315
2023-03-30 16:00;2023-03-30 18:00;DK2;330;2602
2023-03-30 16:00;2023-03-30 18:00;DK1;340;11977
2023-03-30 16:00;2023-03-30 18:00;DK2;340;5054
2023-03-30 16:00;2023-03-30 18:00;DK1;350;56946
2023-03-30 16:00;2023-03-30 18:00;DK2;350;27850
2023-03-30 16:00;2023-03-30 18:00;DK1;360;57430
2023-03-30 16:00;2023-03-30 18:00;DK2;360;12725
2023-03-30 16:00;2023-03-30 18:00;DK1;370;16239
2023-03-30 16:00;2023-03-30 18:00;DK2;370;1572
2023-03-30 16:00;2023-03-30 18:00;DK1;381;8841
2023-03-30 16:00;2023-03-30 18:00;DK2;381;777
2023-03-30 16:00;2023-03-30 18:00;DK1;382;37104
2023-03-30 16:00;2023-03-30 18:00;DK2;382;37329
2023-03-30 16:00;2023-03-30 18:00;DK1;390;8458
2023-03-30 16:00;2023-03-30 18:00;DK2;390;2535
2023-03-30 16:00;2023-03-30 18:00;DK1;410;17710
2023-03-30 16:00;2023-03-30 18:00;DK2;410;8074
2023-03-30 16:00;2023-03-30 18:00;DK1;421;95980
2023-03-30 16:00;2023-03-30 18:00;DK2;421;55697
2023-03-30 16:00;2023-03-30 18:00;DK1;422;50138
2023-03-30 16:00;2023-03-30 18:00;DK2;422;20953
2023-03-30 16:00;2023-03-30 18:00;DK1;431;38505
2023-03-30 16:00;2023-03-30 18:00;DK2;431;24142
2023-03-30 16:00;2023-03-30 18:00;DK1;432;39000
2023-03-30 16:00;2023-03-30 18:00;DK2;432;44846
2023-03-30 16:00;2023-03-30 18:00;DK1;433;42026
2023-03-30 16:00;2023-03-30 18:00;DK2;433;58647
2023-03-30 16:00;2023-03-30 18:00;DK1;441;108971
2023-03-30 16:00;2023-03-30 18:00;DK2;441;48224
2023-03-30 16:00;2023-03-30 18:00;DK1;442;28645
2023-03-30 16:00;2023-03-30 18:00;DK2;442;9753
2023-03-30 16:00;2023-03-30 18:00;DK1;443;29777
2023-03-30 16:00;2023-03-30 18:00;DK2;443;32917
2023-03-30 16:00;2023-03-30 18:00;DK1;444;13393
2023-03-30 16:00;2023-03-30 18:00;DK2;444;21154
2023-03-30 16:00;2023-03-30 18:00;DK1;445;24282
2023-03-30 16:00;2023-03-30 18:00;DK2;445;17619
2023-03-30 16:00;2023-03-30 18:00;DK1;446;27368
2023-03-30 16:00;2023-03-30 18:00;DK2;446;24445
2023-03-30 16:00;2023-03-30 18:00;DK1;447;18444
2023-03-30 16:00;2023-03-30 18:00;DK2;447;21367
2023-03-30 16:00;2023-03-30 18:00;DK1;450;1001
